Title,Description,ImageUrl,Link,Date,Type
"Big Brands, Big Impact: A Marketer's Guide to Behavior Change","This report highlights findings from a study that explored how companies can trigger behavioral shifts that enable more sustainable lifestyles, grow demand for more sustainable products, and create business value.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5675/show@2x/big_brands_big_impact.JPG?1554735213,/library/5675,2017-01-01,Report
Building Responsibly Worker Welfare Principles,These Principlesserve as the global standard on worker welfare for the engineering and construction industry. They address key areas of worker vulnerability to raise standards and level the playing field so that competitiveness is not at the expense of the worker.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5676/show@2x/Workers_welfare.JPG?1554735322,/library/5676,2017-01-01,Website
10 Human Rights Priorities for the Financial Sector,"A primer on the most relevant, urgent, and probable human rights impacts for the financial sector and opportunities for positive impact",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5680/show@2x/10_HR_rights_cover.JPG?1554736357,/library/5680,2017-01-01,Website
The Supply Chain Leadership Ladder,"This working paper introduces the Supply Chain Leadership Ladder, a maturity model for supply chain sustainability programs, which companies can use to develop their program toward deeper impact.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5681/show@2x/supply_chain_leadership.JPG?1554736512,/library/5681,2017-01-01,Report
Automation: A Framework for a Sustainable Transition,This report helps companies navigate the business and social implications of automation and outlines how companies can prepare the workforce for the inevitable changes to come.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5685/show@2x/Automation_framework.JPG?1554822242,/library/5685,2017-01-01,Report
10 Human Rights Priorities for the Transport and Logistics Sector,"An issue brief on the most relevant, urgent, and probable human rights impacts for the transport and logistics sector and opportunities for positive impact.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5686/show@2x/10_HR_rights_for_transpo.JPG?1554824346,/library/5686,2017-01-01,Website
"Climate and Women, The Business Case for Action",This paper explores the connection between women's empowerment and resilience to climate change and aims to drive corporate action to put women at the center of climate solutions.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5691/show@2x/Climate___Women.JPG?1554907147,/library/5691,2017-01-01,Report
"In a Crisis, Companies are better off working together","The private sector plays an essential role in humanitarian preparedness, response, and recovery efforts, but large numbers of independent actors - no matter how well intentioned - can introduce complexity and potential duplication of efforts, particularly when companies react in an ad hoc or uncoordinated way.  To deliver maximum impact, many forward-thinking companies have begun to forge private-sector networks. These networks of companies and local businesses collaborate in a country or region to strengthen their own risk preparedness and to mobilize and coordinate the private-sector response to an emergency.  The paper discusses the role of the private sector in disaster prevention, preparedness, response and recovery efforts and introduces ideas how companies can collaborate better to become more resilient themselves and reduce duplication and deliver maximum impact supporting humanitarian efforts.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5698/show@2x/issu_brief.JPG?1554908081,/library/5698,2017-01-01,Report
"Corporate Engagement on Water Supply, Sanitation and Hygiene",A high-level summary of research findings and recommendations for driving progress on WASH and SDG6 through supply-chains and voluntary standards.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5701/show@2x/Corporate_Engagement.JPG?1554910762,/library/5701,2017-01-01,Report
Exploring the Case for Context Based Water Targets,"In order to contribute to long-term risk mitigation and tackle increasing water challenges, corporate water targets must be informed by the best available science on hydro-ecological conditions at the basin level, informed by contextual social needs, and aligned with local to global public policy objectives.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5702/show@2x/exploring_case_for_corp.JPG?1554910981,/library/5702,2017-01-01,Report
UNGC 2020 Global Strategy,United Nations Global Compact Global Strategy,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/5734/show@2x/Global_Strategy_Cover.PNG?1580164948,/library/5734,2017-01-01,Policy Document
Fighting Corruption in the Supply Chain: A Guide for Customers and Suppliers,Outlines common supply chain corruption scenarios and provides a framework and set of tools for addressing them. This resource was updated in 2016.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/153/show@2x/Screen_Shot_2016-12-27_at_3.46.37_PM.png?1482871854,/library/153,2016-01-01,Report
UN Global Compact Annual Local Network Report Series,"Highlights the growth and activities of Global Compact Local Networks around the world. The report features statistics, activities and achievements of Local Networks in relation to Global Compact issue areas (human rights, labour, environment, anti-corruption) and in support of broader UN goals and issues.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/308/show@2x/Screen_Shot_2016-10-24_at_2.51.21_PM.png?1477335098,/library/308,2016-01-01,Report
Caring for Climate Progress Report Series,"Examines trends in participation in the Caring for Climate initiative, including emissions performance of companies, as well as progress companies have made against the five commitments endorsed by all signatories in the Caring for Climate Leadership Statement. By providing this analysis, Caring for Climate seeks to remind signatories of their progress towards a building a low-carbon society and to encourage greater participation in the initiative.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/1121/show@2x/c4c.png?1479314532,/library/1121,2016-01-01,Report
UN Global Compact Financial Reports,Provides an overview of the income and expenditures of the UN Global Compact.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/1881/show@2x/resource_preview_1881.png?1436304518,/library/1881,2016-01-01,Report
Summary Report: 2015 Caring for Climate Business Forum at COP21,"Provides an overview of key outcomes from the Caring for Climate Business Forum (7-8 December 2015, Paris) during the twenty-first Conference of the Parties COP21 climate negotiations. The Forum demonstrated unprecedented corporate engagement at bringing together over 600 chief executives and senior representatives from the private and public sectors to discuss the integral role of business in advancing the climate agenda and demonstrate support for an ambitious international climate agreement. Co-organized by the United Nations Global Compact, United Nations Framework Convention on Climate Change (UNFCCC) secretariat and United Nations Environment Programme (UNEP), the third annual Caring for Climate Business Forum served as the official platform for business at COP21 and included the Lima-Paris Action Agenda (LPAA) Focus Event on Business.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/3871/show@2x/resource_preview_3871.png?1453754236,/library/3871,2016-01-01,Meeting Report
ILO-IOE Child Labour Guidance Tool for Business,"Provides an overview on how to do business with respect for childrens right to be free from child labour. The guidelines aim to improve global supply chain governance, due diligence and remediation processes to advance the progressive elimination of child labour.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/3881/show@2x/resource_preview_3881.png?1453762577,/library/3881,2016-01-01,Report
"SDG Industry Matrix: Food, Beverage & Consumer Goods","Showcases industry-specific examples and ideas for corporate action related to the SDGs. Presented in a series of publications, each matrix will highlight bold pursuits and decisions made by diverse companies for each SDG.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/3961/show@2x/resource_preview_3961.png?1455656635,/library/3961,2016-01-01,Report
SDG Industry Matrix: Financial Services,"Showcases industry-specific examples and ideas for corporate action related to the SDGs. Presented in a series of publications, each matrix will highlight bold pursuits and decisions made by diverse companies for each SDG.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4001/show@2x/Untitled-2.png?1456435532,/library/4001,2016-01-01,Report
Business and Responsible Taxation,"The issue of taxation is steadily rising on the corporate sustainability agenda. Taxes are one of the main sources of revenue for governments. They are crucial to enable governments to deliver key services to their constituents such as health, education, housing and infrastructure. While tax legislation and enforcement are government responsibilities, companies, as tax payers, also have an important role to play to meet their own human rights responsibilities and to comply with the law. Jointly hosted by the UN Global Compact and the Business &amp; Human Rights Resource Centre, this webinar provided a briefing on the link between tax and human rights, the challenges associated and new resources that have been developed for governments, investors, businesses and NGOs on emerging best practices related to tax and human rights. The webinar featured presentations from the Business &amp; Human Rights Resource Centre, NEI Investments/PRI Taskforce on Corporate Tax Responsibility, and ActionAid.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4011/show@2x/Untitled-1.png?1456435297,/library/4011,2016-01-01,Webinar
UN Global Compact Launches Search for Local SDG Pioneers,UN Global Compact Executive Director Lise Kingo announces search for local entrepreneurs and change-makers who are making the global goals local business.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4031/show@2x/resource_preview_4031.png?1461767496,/library/4031,2016-01-01,Video
Lise Kingo Message for Local Networks on the SDGs,UN Global Compact Executive Director Lise Kingo outlines crucial role of Local Networks in finding Local SDG Pioneers who are making the global goals local business.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4041/show@2x/resource_preview_4041.png?1461767557,/library/4041,2016-01-01,Video
Principles for Sustainable Soil Management,"Offers a framework for principle-based collaboration between business, the UN, governments, civil society and other stakeholders.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4101/show@2x/resource_preview_4101.png?1458056262,/library/4101,2016-01-01,Report
Traceability Technical Solutions for the Apparel Sector,"Reveals new ideas for how to create better visibility into supply chains in the apparel industry. The C &amp; A Foundation is leading a project – in collaboration with Business for Social Responsibility (BSR) and the UN Global Compact, with support of Cognizant – to identify the best traceability solutions providers on today’s market. The project will identify ways that companies in the industry can work together to create change through traceability. This webinar provides an understanding of why traceability is important, and concrete project ideas to trace your own supply chain.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4121/show@2x/resource_preview_4121-01.png?1458055773,/library/4121,2016-01-01,Webinar
Global Connections TV - Interview with Lise Kingo,"Executive Director Lise Kingo sits down with Bill Miller of Global Connections Television to discuss the UN Global Compact's call to companies to align strategies and operations with universal principles on human rights, labour, environment and anti-corruption, and take actions that advance societal goals.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4131/show@2x/resource_preview_4131.png?1459434740,/library/4131,2016-01-01,Video
2016 Women's Empowerment Principles Annual Event – Day 1,"Held in observance of International Women's Day, the 2016 WEPs Annual Event, Business Partners for Gender Equality: Multipliers for Development, brought together inspirational business leaders, including innovative female entrepreneurs, with civil society, the UN and Government, to scale-up business action and unleash the full potential of women and girls. Through high-level panels and interactive sessions, participants dove into how diverse companies around the world are implementing the Women’s Empowerment Principles (WEPs) and helping to achieve the new Sustainable Development Goals (SDGs), set forth in the 2030 Agenda for Sustainable Development.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4161/show@2x/resource_preview_4161.png?1461765588,/library/4161,2016-01-01,Video
2016 Women's Empowerment Principles Annual Event – Day 2,"Held in observance of International Women's Day, the 2016 WEPs Annual Event, Business Partners for Gender Equality: Multipliers for Development, brought together inspirational business leaders, including innovative female entrepreneurs, with civil society, the UN and Government, to scale-up business action and unleash the full potential of women and girls. Through high-level panels and interactive sessions, participants dove into how diverse companies around the world are implementing the Women’s Empowerment Principles (WEPs) and helping to achieve the new Sustainable Development Goals (SDGs), set forth in the 2030 Agenda for Sustainable Development.",//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4171/show@2x/resource_preview_4171.png?1461765530,/library/4171,2016-01-01,Video
The UK Modern Slavery Act: Implications for Global Compact Participants,Explores the requirements of the UK Modern Slavery Act and its implications for UN Global Compact business participants who conduct business in the UK. It also offers good practice approaches that companies can take to address human rights risks.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4181/show@2x/resource_preview_4181.png?1461967095,/library/4181,2016-01-01,Webinar
Integrating Human Rights Considerations into Mergers & Acquisitions,Explains the importance of integrating human rights considerations into M&amp;A processes and provides guidance on how companies can do so. The webinar will also features reflections from two companies on their lessons learned.,//ungc-production.s3.us-west-2.amazonaws.com/resources/images/4191/show@2x/resource_preview_4191.png?1461967026,/library/4191,2016-01-01,Webinar
